Date,Latitude,Longitude,Pieces_KM2
1986-10-15,40.62,-70.07,0
1986-10-16,39.67,-69.43,0
1986-10-18,36.45,-64.88,3597
1986-10-19,35.48,-63.7,3597
1986-10-21,30.97,-60.68,17989
1986-10-21,31.83,-61.32,13492
1986-10-22,29.52,-60.5,19444
1986-10-22,30.4,-60.58,8099
1986-10-23,26.87,-59,0
1986-10-24,26.03,-58.63,44444
1986-10-25,23.37,-57.27,25795
1986-10-27,20.72,-56.75,0
1986-10-28,16.83,-57.93,0
1986-10-29,15.02,-57.67,0
1986-10-29,16.03,-57.87,0
1986-10-30,14.02,-58.95,0
1986-10-31,11.28,-61,0
1986-10-31,11.83,-60.83,0
1986-11-05,12.13,-61.78,0
1986-11-06,13.33,-61.25,0
1987-02-07,26.42,-78.62,1080
1987-02-08,25.68,-77.39,400
1987-02-09,25.47,-75.28,1012
1987-02-15,22.45,-73.68,1080
1987-02-16,21,-73.87,540
1987-02-16,21.67,-73.56,0
1987-02-17,20.72,-74.12,1157
1987-02-17,20.85,-73.82,0
1987-02-18,19.54,-73.88,3600
1987-02-18,19.99,-73.6,0
1987-02-19,18.69,-75.06,1350
1987-02-19,18.93,-74.64,0
1987-02-20,18.34,-75.85,0
1987-02-23,18.25,-76.13,3780
1987-02-25,17.2,-77.03,864
1987-02-26,16.24,-77.15,288
1987-02-27,16.35,-79.47,0
1987-02-28,16.27,-80.22,0
1987-02-28,16.77,-81.33,0
1987-03-01,16.51,-85.08,1440
1987-03-01,16.72,-83.78,1080
1987-03-02,16.25,-85.87,0
1987-03-02,16.53,-85.33,0
1987-04-07,26.46,-79.46,309
1987-04-08,26.27,-78.23,3857
1987-04-10,25.42,-76.03,982
1987-04-10,25.65,-76.08,2160
1987-04-14,25.7,-76.18,356
1987-04-14,25.92,-75.6,3138
1987-04-14,25.92,-75.6,1056
1987-04-15,27.57,-74.38,4950
1987-04-15,27.57,-74.38,3175
1987-04-17,28.95,-72.17,4909
1987-04-18,29.12,-71.35,6479
1987-04-18,29.72,-70.32,1800
1987-04-18,30.67,-69.27,4320
1987-04-19,30.67,-69.27,10799
1987-04-21,31.82,-66.15,2348
1987-04-25,32.71,-64.76,24298
1987-04-25,32.71,-64.76,205184
1987-04-26,33.54,-65.63,13199
1987-04-26,33.54,-65.63,5940
1987-04-28,34.68,-66.58,2160
1987-05-25,39.97,-70.55,3240
1987-05-25,40.52,-70.58,0
1987-05-26,38.12,-69.68,540
1987-05-26,38.12,-69.68,1620
1987-05-26,38.9,-69.97,5400
1987-05-27,36.5,-69.42,29158
1987-05-27,36.5,-69.42,29698
1987-05-27,37.37,-69.38,0
1987-05-27,37.37,-69.38,1620
1987-05-28,35.48,-68.73,2700
1987-05-28,37.4,-69.43,11159
1987-05-28,37.4,-69.43,12599
1987-05-29,35.52,-66.75,3780
1987-05-29,35.52,-66.75,2700
1987-05-29,36.08,-67.67,6479
1987-05-30,34.9,-64.77,36254
1987-05-31,33.9,-64.45,56156
1987-05-31,33.9,-64.45,46436
1987-05-31,34.37,-64.63,5616
1987-05-31,34.37,-64.63,13799
1987-05-31,34.65,-64.98,20518
1987-06-01,32.38,-64.17,34197
1987-06-06,32.83,-64.85,5850
1987-06-06,32.83,-64.85,0
1987-06-06,33.77,-65.42,13499
1987-06-06,33.77,-65.42,16199
1987-06-07,33.87,-65.73,1286
1987-06-07,33.87,-65.73,540
1987-06-09,32.9,-64.68,16199
1987-06-09,32.9,-64.68,10259
1987-06-09,33.38,-64.87,9359
1987-06-11,35.62,-65.95,2592
1987-06-11,35.62,-65.95,17279
1987-06-12,36.37,-66.48,7199
1987-06-14,40.57,-66.53,2700
1987-06-14,41.45,-65.98,1080
1987-06-14,41.45,-65.98,0
1987-06-15,42.88,-65.47,0
1987-06-16,43.55,-64.88,2700
1987-06-16,43.55,-64.88,2160
1987-06-23,42.98,-66.45,741
1987-12-04,16.43,-63.6,0
1987-12-05,15.9,-62.75,2160
1987-12-05,15.9,-62.75,2057
1987-12-05,16.43,-63.6,432
1987-12-06,14.33,-62.45,39874
1987-12-06,14.37,-62.48,16919
1987-12-06,15.26,-62.65,1038
1987-12-06,15.26,-62.65,540
1987-12-07,13.95,-61.88,0
1987-12-07,13.95,-61.88,1080
1987-12-07,15.13,-62.03,8279
1987-12-07,15.13,-62.03,1200
1987-12-08,13.27,-61.47,0
1987-12-12,12.5,-62.03,0
1987-12-12,12.13,-64.27,0
1987-12-12,12.39,-63.05,2700
1987-12-12,12.39,-63.05,1080
1987-12-13,12.13,-64.27,0
1987-12-13,12.43,-65.48,1620
1987-12-13,12.43,-65.48,0
1987-12-14,12.27,-67.5,0
1987-12-14,12.45,-66.55,0
1987-12-14,12.47,-66.52,0
1987-12-15,11.94,-68.26,0
1987-12-18,12.97,-70.23,1080
1987-12-18,12.97,-70.23,0
1987-12-19,13.35,-71.32,6479
1987-12-19,13.35,-71.32,0
1987-12-19,13.8,-72.48,2400
1987-12-19,13.8,-72.48,3600
1987-12-20,15.25,-75.83,3240
1987-12-20,15.25,-75.83,0
1987-12-21,15.82,-76.78,540
1987-12-21,15.82,-76.78,1080
1987-12-21,16.44,-78.05,3780
1987-12-21,16.44,-78.05,540
1987-12-22,16.53,-79.06,540
1987-12-22,16.53,-79.06,0
1987-12-27,16.4,-82.63,0
1987-12-27,16.4,-82.63,540
1987-12-27,16.74,-83.72,2700
1987-12-27,16.74,-83.72,0
1987-12-28,16.23,-86.26,0
1987-12-28,16.36,-84.47,540
1987-12-28,16.33,-85.63,982
1987-12-28,16.33,-85.63,1350
1987-12-29,16.17,-86.29,0
1987-12-29,16.22,-86.29,0
1989-05-25,39.72,-68.86,675
1989-05-25,40.23,-69.71,1620
1989-05-25,40.23,-69.71,5400
1989-05-26,38.87,-68.88,0
1989-05-26,39.35,-68.48,1620
1989-05-26,39.35,-68.48,5400
1989-05-26,39.72,-68.86,540
1989-05-29,34.67,-66.21,23218
1989-05-29,35.1,-66.71,17819
1989-05-29,35.1,-66.71,0
1989-05-30,32.79,-65.16,27538
1989-05-30,33.44,-65.72,29158
1989-05-30,34.67,-66.21,23758
1989-05-31,32.79,-65.16,39957
1989-06-03,32.53,-64.61,16199
1989-06-03,32.53,-64.61,27598
1989-06-04,33.25,-64.86,92333
1989-06-04,33.25,-64.86,21598
1989-06-04,33.75,-64.93,43197
1989-06-05,33.75,-64.93,0
1989-06-05,34.17,-65.2,71274
1989-06-06,35.09,-65.58,13744
1989-06-06,35.09,-65.58,2160
1989-06-06,35.82,-65.81,1963
1989-06-07,35.82,-65.81,5940
1989-06-07,35.82,-65.81,8639
1989-06-07,35.82,-65.81,1620
1989-06-08,39.12,-66.41,0
1989-06-09,39.12,-66.41,900
1989-06-12,40.5,-67.68,1350
1989-06-12,40.5,-67.68,1080
1989-06-12,40.52,-67.62,540
1989-06-12,40.52,-67.62,0
1989-06-15,42.21,-65.7,3600
1989-06-16,43.44,-65.19,491
1989-06-19,43.48,-65.22,450
1989-07-13,45.28,-60.29,0
1989-07-16,40.83,-70.15,29158
1989-07-16,40.83,-70.15,11782
1989-07-17,40.02,-70.38,3780
1989-07-17,40.02,-70.38,4320
1989-07-19,39.62,-68.67,3780
1989-07-19,39.62,-68.67,3240
1989-07-20,40.21,-68.1,1620
1989-07-20,40.21,-68.1,4860
1989-07-20,40.94,-67.32,29698
1989-07-20,40.94,-67.32,8639
1989-07-21,41.6,-66.48,4320
1989-07-21,42.46,-65.91,3273
1989-07-21,42.46,-65.91,4320
1989-07-22,43.8,-63.19,1028
1989-07-22,43.12,-64.76,3359
1989-07-22,43.12,-64.76,0
1989-07-23,43.83,-62.39,0
1989-07-23,43.86,-62.37,0
1989-07-23,44.32,-61.97,0
1989-07-23,44.32,-61.97,540
1989-07-24,44.49,-61.11,1080
1989-07-24,45.09,-59.8,1414
1989-07-24,45.09,-59.8,1102
1989-07-25,45.41,-58.64,0
1989-07-25,46.29,-57.62,522
1989-07-27,47.41,-56.17,0
1989-07-31,47.09,-56.57,0
1989-07-31,47.09,-56.57,1129
1989-08-01,44.95,-56.87,0
1989-08-01,44.95,-56.87,1080
1989-08-01,46.07,-56.87,1080
1989-08-01,46.07,-56.87,1620
1989-08-02,43.95,-57.26,4320
1989-08-02,43.95,-57.26,2250
1989-08-11,43.15,-63.38,1080
1989-08-11,43.15,-63.38,540
1989-08-11,43.49,-63.42,3599
1989-08-11,43.49,-63.42,0
1989-08-12,42.69,-63.51,5940
1989-08-12,42.69,-63.51,3780
1989-08-12,42.82,-63.57,415
1989-08-12,42.82,-63.57,3780
1989-08-12,42.91,-65.41,4320
1989-08-13,42.78,-65.5,22138
1989-08-13,42.78,-65.5,1620
1989-08-13,42.91,-65.41,23218
1989-08-14,42.82,-65.4,1080
1989-08-14,42.82,-65.4,3240
1989-08-15,42.16,-65.95,19978
1989-08-15,42.16,-65.95,28618
1989-08-17,43.09,-67.49,0
1989-10-12,40.3,-69.77,0
1989-10-12,40.93,-70.65,569
1989-10-12,40.93,-70.65,1080
1989-10-15,39.88,-67.15,0
1989-10-18,37.83,-63.73,10799
1989-10-18,37.83,-63.73,133909
1989-10-19,36.9,-63.38,17279
1989-10-19,36.9,-63.38,21058
1989-10-20,34.7,-61.98,2880
1989-10-20,35.7,-61.98,74874
1989-10-23,34.87,-57.38,8998
1989-10-23,34.87,-57.38,2160
1989-10-24,32.65,-57.2,7058
1989-10-24,32.65,-57.2,37797
1989-10-30,22.9,-59.27,9200
1989-10-30,22.9,-59.27,2907
1989-11-29,17.8,-64.32,0
1989-12-02,16.47,-63.63,1080
1989-12-02,16.47,-63.63,1620
1989-12-02,17,-63.72,0
1989-12-02,17,-63.72,1440
1989-12-02,17.97,-64.61,1080
1989-12-03,16.63,-63.5,540
1989-12-03,16.63,-63.5,1080
1989-12-03,16.66,-64.37,540
1989-12-04,15.98,-62.68,540
1989-12-04,16.6,-63.07,0
1989-12-04,16.6,-63.07,900
1989-12-04,16.71,-62.51,1080
1989-12-04,16.97,-62.68,3780
1989-12-04,16.97,-62.68,0
1989-12-05,15.55,-62.17,0
1989-12-05,15.55,-62.17,2160
1989-12-05,16.08,-62.2,1620
1989-12-05,16.08,-62.2,2700
1989-12-06,13.98,-61.7,0
1989-12-06,15.1,-61.98,0
1989-12-06,14.37,-61.84,540
1989-12-08,12.22,-61.77,0
1989-12-08,12.22,-61.77,1620
1989-12-10,12.48,-61.47,0
1989-12-13,13.05,-63.12,0
1989-12-13,12.65,-62.57,0
1989-12-13,12.65,-62.57,540
1989-12-14,14.68,-64.43,0
1989-12-14,13.5,-63.35,2058
1989-12-14,13.5,-63.35,0
1989-12-15,15.8,-65.3,0
1989-12-15,16.48,-65.9,1080
1989-12-15,14.93,-66.75,982
1989-12-16,16.6,-66.1,675
1989-12-16,16.6,-66.1,0
1989-12-16,17.23,-66.87,2700
1989-12-16,17.23,-66.87,1080
1989-12-17,17.9,-67.62,0
1989-12-17,17.9,-67.82,0
1989-12-18,17.4,-68.78,0
1989-12-18,18.03,-68.42,0
1989-12-22,16.68,-71.35,0
1989-12-22,17.87,-70.4,1080
1989-12-22,17.87,-70.4,0
1989-12-23,17.35,-72.5,0
1989-12-24,16.22,-74.47,0
1989-12-24,16.25,-74.98,1620
1989-12-24,16.25,-74.98,1080
1989-12-25,16.48,-76,0
1989-12-27,16.88,-77.5,0
1990-01-03,17.98,-63.98,1080
1990-04-06,26.28,-78.62,5400
1990-04-08,25.37,-76,0
1990-04-09,25.37,-76,0
1990-04-10,23.28,-73.57,1620
1990-04-11,23.35,-73.32,1620
1990-04-11,23.35,-73.32,540
1990-04-11,23.98,-73.02,2160
1990-04-11,23.98,-73.02,1620
1990-04-12,24.62,-72.03,0
1990-04-12,24.3,-72.7,3240
1990-04-12,24.3,-72.7,4723
1990-04-12,24.78,-71.63,3240
1990-04-13,22.27,-73.75,0
1990-04-13,24.78,-71.63,9719
1990-04-13,24.8,-70.47,1080
1990-04-13,24.83,-71.23,12071
1990-04-13,24.83,-71.23,2701
1990-04-14,22.8,-73.8,12419
1990-04-14,24.2,-69.95,8259
1990-04-14,24.2,-69.95,0
1990-04-14,24.8,-70.47,10259
1990-04-15,24.08,-70.12,1080
1990-04-15,22.86,-73.86,0
1990-04-15,23.6,-70.17,7559
1990-04-15,23.6,-70.17,3599
1990-04-16,22.93,-69.77,8998
1990-04-16,23.17,-73.78,1620
1990-04-16,23.47,-69.83,0
1990-04-16,23.47,-69.83,2700
1990-04-17,21.75,-69.57,0
1990-04-17,22.83,-69.17,7019
1990-04-17,22.83,-69.17,3780
1990-04-17,23.17,-73.78,1080
1990-04-17,23.63,-73.75,0
1990-04-18,21.87,-69.53,3780
1990-04-18,21.87,-69.53,1620
1990-04-18,24.03,-74.04,0
1990-04-23,24.22,-74.4,292
1990-04-24,24.22,-74.4,1620
1990-04-24,24.78,-74.37,2160
1990-04-24,24.83,-74.42,2160
1990-04-24,24.83,-74.42,0
1990-04-24,24.91,-74.4,0
1990-04-25,20.22,-70.48,1080
1990-04-25,20.22,-70.48,0
1990-04-25,25.58,-74.8,1620
1990-04-25,25.58,-74.8,7019
1990-04-26,21.32,-70.17,3376
1990-04-26,21.32,-70.17,1473
1990-04-26,26.14,-74.87,14579
1990-04-26,26.58,-75.04,4500
1990-04-27,22.2,-70.72,0
1990-04-27,22.73,-70.82,14579
1990-04-27,22.73,-70.82,9179
1990-04-27,23,-70.92,6479
1990-04-27,23,-70.92,3240
1990-04-27,26.14,-74.87,17279
1990-04-27,27.4,-74.08,0
1990-04-28,23.73,-70.65,29158
1990-04-28,23.73,-70.65,17279
1990-04-28,24.65,-70.25,13499
1990-04-29,29.14,-71.19,0
1990-04-29,24.65,-70.25,7559
1990-04-29,25.25,-69.42,2160
1990-04-29,25.25,-69.42,2700
1990-04-29,28.45,-71.93,0
1990-04-29,28.74,-71.72,16199
1990-04-30,26.45,-68.92,3240
1990-04-30,26.45,-68.92,3780
1990-05-01,27.15,-68.9,3240
1990-05-01,27.15,-68.9,6479
1990-05-01,27.52,-68.88,3240
1990-05-01,27.52,-68.88,2160
1990-05-02,28.58,-67.93,37857
1990-05-02,28.58,-67.93,15714
1990-05-02,29.2,-67.2,51836
1990-05-02,30.5,-69.13,7019
1990-05-02,31.16,-67.29,198704
1990-05-03,29.28,-67.2,20518
1990-05-03,30.28,-66.42,10799
1990-05-03,30.28,-66.4,1620
1990-05-03,31.72,-65.07,6479
1990-05-04,30.67,-66.1,1620
1990-05-13,39.32,-70.27,1620
1990-05-25,41.35,-69.02,0
1990-08-16,44.55,-62.69,0
1990-08-17,42.71,-65.39,0
1990-08-17,42.9,-64.04,0
1990-08-17,42.9,-64.04,540
1990-08-22,42.74,-70.31,0
1990-08-23,41.3,-68.74,540
1990-08-23,41.3,-68.74,0
1990-10-12,39.28,-68.57,540
1990-10-13,39.28,-68.57,1080
1990-10-15,40.18,-64.8,1728
1990-10-16,39.03,-62.98,540
1990-10-17,39,-63.12,540
1990-10-24,37.27,-51.32,4320
1990-10-25,37.27,-51.32,8639
1991-01-15,18.47,-64.45,6479
1991-02-16,17.52,-64.6,2160
1991-02-17,16.63,-63.63,540
1991-02-18,15.68,-62.83,540
1991-02-19,14.17,-62.08,540
1991-02-20,13.28,-61.38,540
1991-03-10,16.75,-74.58,1080
1991-03-10,16.75,-74.58,7559
1991-03-11,17.2,-75.4,540
1991-03-13,17.35,-77.3,1080
1991-03-13,17.57,-77.97,1620
1991-03-13,17.58,-77.97,1080
1991-03-14,17.88,-78.57,3240
1991-03-14,17.88,-78.57,0
1991-03-15,19.03,-79.65,0
1991-03-18,20.02,-80.17,1542
1991-03-18,20.02,-80.17,0
1991-03-21,20.95,-83.48,1080
1991-03-21,20.95,-83.48,2700
1991-03-23,23.47,-83.2,0
1991-04-18,25.9,-77.65,3780
1991-04-18,25.98,-78.57,0
1991-04-19,25.75,-76.77,0
1991-04-19,25.95,-76.3,0
1991-04-19,26.42,-78.7,3240
1991-04-19,26.42,-78.7,0
1991-04-20,25.65,-76.72,0
1991-04-20,25.87,-79.97,0
1991-04-21,25.97,-72.22,2700
1991-04-21,26.2,-72.85,72874
1991-04-22,25.98,-70.88,8639
1991-04-23,24.55,-76.1,0
1991-04-23,25.98,-70.23,5400
1991-04-24,24.55,-76.1,4153
1991-04-24,26.35,-68.22,6944
1991-04-25,24.46,-76.27,2700
1991-04-25,24.46,-76.27,1080
1991-04-25,24.75,-75.87,2700
1991-04-25,24.75,-75.87,0
1991-04-26,24.62,-69.42,2160
1991-04-26,25.18,-75.5,6479
1991-04-26,25.18,-75.5,5400
1991-04-26,25.58,-75,7424
1991-04-26,25.58,-75,8099
1991-04-27,23.2,-69.8,3240
1991-04-27,26.28,-74.82,4320
1991-04-27,26.28,-74.82,6595
1991-04-28,26.85,-74.42,415
1991-04-28,26.85,-74.42,19438
1991-04-29,27.9,-74.37,33477
1991-04-29,27.9,-74.37,22678
1991-04-29,28.48,-73.48,3858
1991-04-30,28.48,-73.48,0
1991-04-30,29.44,-71.97,31317
1991-05-01,29.44,-71.97,2700
1991-05-01,29.83,-70.88,20257
1991-05-01,29.83,-70.88,4860
1991-05-02,30.12,-70.5,14399
1991-05-02,30.12,-70.5,31857
1991-05-03,30.97,-69.62,2700
1991-05-03,30.97,-69.62,5400
1991-05-03,31,-68.78,12959
1991-05-03,31,-68.78,10799
1991-05-04,31.32,-67.87,18898
1991-05-04,31.32,-67.87,4320
1991-05-04,31.43,-67.13,11339
1991-05-04,31.43,-67.13,5921
1991-05-05,32.08,-65.2,19438
1991-05-05,32.08,-65.2,6077
1991-05-06,21.62,-69.95,0
1991-05-06,22.4,-70.17,1080
1991-05-07,23.85,-70.35,0
1991-05-08,24.6,-70.28,6000
1991-05-09,26.3,-70.47,5400
1991-05-09,27.3,-70.5,3240
1991-05-10,33.73,-64.85,0
1991-05-10,33.73,-64.85,15119
1991-05-10,34.95,-64.75,1620
1991-05-11,28.82,-70.45,16199
1991-05-11,29.38,-68.43,27538
1991-05-11,34.95,-64.75,1800
1991-05-12,29.4,-67.57,60909
1991-05-13,29.7,-66.8,15659
1991-05-13,34.45,-65.72,9901
1991-05-13,34.45,-65.72,8639
1991-05-13,39.31,-66.02,1620
1991-05-13,39.31,-66.02,7019
1991-05-14,30.6,-65.85,21592
1991-05-15,31.23,-65.32,5000
1991-05-15,31.68,-64.67,5000
1991-05-21,43.77,-63.98,540
1991-05-21,43.77,-63.98,0
1991-06-10,40.41,-70.64,2602
1991-06-10,41.08,-70.9,2160
1991-06-16,41.18,-68.37,2347
1991-06-17,41.83,-69.3,0
1991-06-17,41.99,-70.36,1620
1991-06-25,41.01,-70.59,1080
1991-06-25,41.01,-70.59,0
1991-06-26,41.6,-69.21,1080
1991-06-26,41.6,-69.21,540
1991-06-27,42.66,-70.42,0
1991-06-28,42.66,-70.42,0
1991-07-02,41.91,-69.5,540
1991-07-03,40.77,-68.69,0
1991-07-03,40.77,-68.69,1080
1991-07-04,41.03,-70.81,0
1991-08-14,43.76,-63.03,1080
1991-08-14,43.8,-63.32,0
1991-08-15,42.68,-62.55,2700
1991-08-16,42.13,-62.23,1620
1991-08-17,42.53,-62.88,0
1991-08-21,43.32,-62.33,1080
1991-10-11,40.98,-70.62,0
1991-10-12,40.18,-70.2,540
1991-10-13,38.18,-68.52,37257
1991-10-13,38.18,-68.52,11879
1991-10-13,38.82,-69.28,6027
1991-10-13,38.82,-69.28,0
1991-10-13,40.47,-68.38,600
1991-10-13,40.47,-68.38,0
1991-10-14,37.18,-66.13,38337
1991-10-14,37.18,-66.13,89093
1991-10-14,37.47,-66.97,0
1991-10-14,37.47,-66.97,4860
1991-10-14,39.57,-66.27,557
1991-10-14,39.57,-66.27,540
1991-10-15,36.23,-64.02,23218
1991-10-15,36.23,-64.02,11879
1991-10-15,36.87,-65.08,11879
1991-10-15,36.87,-65.08,12959
1991-10-15,39.29,-65.69,600
1991-10-15,39.29,-65.69,0
1991-10-16,35.95,-63.82,18898
1991-10-16,35.95,-63.82,5400
1991-10-16,38.43,-64.51,2947
1991-10-18,35.17,-58.58,36717
1991-10-18,35.17,-58.58,2700
1991-10-18,35.88,-58.98,17819
1991-10-18,35.88,-58.98,18359
1991-10-18,37.45,-57.42,1929
1991-10-18,37.45,-57.42,5400
1991-10-18,37.9,-58.8,0
1991-10-18,37.9,-58.8,730
1991-10-19,35.88,-58.03,9179
1991-10-19,35.88,-58.03,5940
1991-10-20,29.42,-57.48,19978
1991-10-20,29.42,-57.48,10259
1991-10-20,29.97,-57.38,15119
1991-10-20,29.97,-57.38,16739
1991-10-20,31.27,-57.37,7019
1991-10-20,31.27,-57.37,21058
1991-10-20,31.87,-57,8774
1991-10-20,31.87,-57,10799
1991-10-20,31.9,-57.12,8999
1991-10-20,31.9,-57.12,2454
1991-10-21,28.78,-57.3,14579
1991-10-21,28.78,-57.3,30238
1991-10-21,31.18,-56.85,8639
1991-10-21,31.18,-56.85,21935
1991-10-23,24.07,-58.13,2700
1991-10-23,24.8,-57.9,0
1991-10-23,24.8,-57.9,4860
1991-10-23,26.1,-57.6,2160
1991-10-23,26.1,-57.6,8099
1991-10-24,22.98,-58.13,0
1991-10-24,22.98,-58.13,2160
1991-10-25,22.05,-58.63,0
1991-10-25,21.52,-58.9,0
1991-10-26,21.52,-58.9,0
1991-10-26,20.68,-58.57,4320
1991-10-26,21.37,-58.67,11339
1991-10-26,21.37,-58.67,4860
1991-10-27,20.68,-58.57,1080
1991-10-28,17.43,-59.02,2160
1991-10-28,19.27,-58.58,540
1991-10-28,19.27,-58.58,0
1991-10-29,15.95,-60.05,0
1991-10-29,17.43,-59.02,0
1991-10-30,14.18,-60.75,0
1991-10-30,15.95,-60.05,0
1991-10-31,14.18,-60.75,0
1991-10-31,13.97,-61.22,0
1991-11-01,12,-61.5,0
1991-11-01,13.12,-61.55,540
1991-11-01,13.12,-61.55,2700
1991-11-01,13.7,-61.2,540
1991-11-01,13.7,-61.2,0
1991-11-02,12,-61.5,0
1991-11-03,12.25,-61.77,0
1991-11-03,12.25,-61.77,540
1991-11-04,13.63,-59.38,1270
1991-11-04,13.63,-59.38,23758
1991-11-06,11.75,-59.38,0
1991-11-09,13.05,-61.3,0
1991-11-09,13.05,-61.3,1080
1991-11-09,13.3,-61.32,1080
1991-11-09,13.3,-61.32,0
1991-11-12,13.12,-61.53,0
1991-11-15,16.92,-62.7,0
1991-11-27,18.17,-64.72,0
1991-11-28,17.84,-65,0
1991-11-28,18.23,-64.58,0
1991-11-29,16.3,-64.72,1080
1991-11-29,17.62,-64.97,540
1991-11-29,17.62,-64.97,0
1991-11-30,15.22,-64.37,0
1991-11-30,15.87,-63.85,0
1991-11-30,15.2,-63.7,1080
1991-11-30,13.7,-63.73,675
1991-11-30,13.7,-63.73,0
1991-12-01,12.35,-64.25,0
1991-12-01,14.53,-63.27,0
1991-12-01,13.63,-62.7,540
1991-12-01,13.63,-62.7,1080
1991-12-02,13.18,-62.07,0
1991-12-06,10.75,-65.8,540
1991-12-06,10.75,-65.8,0
1991-12-07,11.45,-64.6,1080
1991-12-07,11.45,-64.6,1620
1991-12-09,11.25,-66.87,0
1991-12-09,11.25,-66.87,1080
1991-12-09,12.17,-68.38,0
1991-12-09,12.17,-68.38,491
1991-12-10,11.83,-68.02,1080
1991-12-10,11.83,-68.02,540
1991-12-10,12.3,-68.83,1080
1991-12-10,12.3,-68.83,540
1991-12-12,12.62,-68.48,600
1991-12-12,12.62,-68.48,0
1991-12-12,13.3,-68.38,1256
1991-12-12,13.3,-68.38,4320
1991-12-13,13.98,-68.7,1800
1991-12-13,13.98,-68.7,0
1991-12-14,13.63,-70.97,0
1991-12-14,17.02,-70.05,540
1991-12-14,17.02,-70.05,2160
1991-12-15,15.1,-73.75,0
1991-12-15,15.35,-74.3,0
1991-12-16,15.35,-74.3,1620
1991-12-16,15.78,-75.5,540
1991-12-16,15.78,-75.5,0
1991-12-17,16.38,-76.63,0
1991-12-17,17.08,-78.18,1080
1991-12-18,17.32,-78.5,0
1991-12-18,17.08,-78.18,540
1991-12-19,20.98,-68.28,0
1991-12-19,18.02,-79.13,540
1991-12-19,18.02,-79.13,2160
1991-12-19,20.62,-68.15,0
1991-12-19,20.62,-68.15,450
1991-12-19,21.17,-68.83,0
1991-12-19,21.17,-68.83,2160
1991-12-22,16.86,-85.95,1620
1991-12-22,16.86,-85.95,1080
1991-12-27,16.87,-86.72,0
1991-12-27,17.73,-86.53,1080
1991-12-27,17.73,-86.53,2700
1991-12-28,20.43,-71.17,0
1991-12-28,20.68,-71.58,0
1991-12-29,21.32,-72.38,0
1991-12-29,21.98,-72.6,0
1992-01-02,24.31,-82.12,2160
1992-01-02,24.31,-82.12,1620
1992-01-03,24.6,-80.62,0
1992-01-03,24.9,-79.67,0
1992-01-04,25.25,-79.83,0
1992-01-14,26.28,-79.05,0
1992-01-15,26.06,-78.02,13949
1992-01-16,26.02,-77.74,0
1992-01-29,24.85,-75.45,0
1992-02-05,26.12,-80.01,540
1992-02-15,26.35,-78.33,0
1992-02-16,25.8,-73.32,0
1992-02-16,25.98,-78.28,0
1992-02-16,26.2,-78.08,7422
1992-02-16,26.2,-78.08,4050
1992-02-17,25.72,-76.35,0
1992-02-17,26.3,-75.28,7559
1992-02-17,26.3,-75.28,3240
1992-02-18,26.73,-75.15,0
1992-02-18,26.32,-74.83,5940
1992-02-18,26.68,-74.12,5400
1992-02-19,26.2,-73.62,720
1992-02-19,26.2,-73.62,0
1992-02-19,26.78,-73.9,70194
1992-02-19,27.07,-72.95,3780
1992-02-21,23.48,-71.72,0
1992-02-21,24.38,-72.43,0
1992-02-21,24.98,-71.78,3240
1992-02-22,22,-71.25,6075
1992-02-22,22.83,-71.55,1800
1992-02-27,15.85,-75.45,831
1992-02-27,16.58,-75.43,540
1992-02-28,14.25,-75.4,540
1992-02-28,20,-70.8,1801
1992-02-28,20,-70.8,0
1992-02-29,13.03,-75.58,0
1992-02-29,20.22,-70.42,2400
1992-02-29,20.22,-70.42,3375
1992-02-29,20.37,-71.3,26998
1992-02-29,20.37,-71.3,3597
1992-03-02,12.17,-78.15,0
1992-03-03,12.77,-79.83,0
1992-03-03,18.15,-74.89,900
1992-03-03,18.15,-74.89,540
1992-03-04,15.63,-76.2,0
1992-03-04,13.23,-81.35,0
1992-03-04,16.25,-76.18,0
1992-03-04,16.25,-76.18,600
1992-03-05,16.37,-76.65,0
1992-03-05,17.23,-77.18,0
1992-03-05,17.85,-77.68,0
1992-03-06,17.85,-77.68,0
1992-03-06,17.17,-78.28,900
1992-03-06,17.17,-78.28,0
1992-03-06,17.32,-78.7,10799
1992-03-07,17.32,-78.7,0
1992-03-07,17.5,-79.28,5400
1992-03-07,17.5,-79.28,0
1992-03-08,13.82,-81.58,540
1992-03-08,13.82,-81.58,0
1992-03-08,14.18,-81.58,0
1992-03-08,14.18,-81.58,1620
1992-03-08,16.98,-80.38,491
1992-03-08,17.17,-80.02,4174
1992-03-08,17.17,-80.02,4723
1992-03-08,17.28,-79.45,1270
1992-03-08,17.28,-79.45,0
1992-03-09,14.75,-81.67,540
1992-03-09,14.75,-81.67,1620
1992-03-09,16.98,-80.38,2160
1992-03-10,15.97,-81.77,6479
1992-03-10,16.24,-81.2,0
1992-03-10,16.24,-81.2,771
1992-03-13,16.32,-85.9,1080
1992-03-13,16.32,-85.93,0
1992-03-13,16.53,-85.58,540
1992-03-13,16.53,-85.58,1080
1992-03-20,24.73,-83.47,0
1992-03-20,24.21,-84.02,0
1992-03-20,24.21,-84.02,1350
1992-04-02,25.88,-80.02,0
1992-04-03,26.33,-79.73,1028
1992-04-04,26.17,-78.62,0
1992-04-05,25.75,-77.1,0
1992-04-06,25.4,-75.18,0
1992-04-06,25.77,-77.15,0
