Date,Latitude,Longitude,Pieces_KM2
1994-08-09,39.22,-69.37,0
1994-08-09,40.12,-70.5,0
1994-08-09,40.12,-70.5,1350
1994-08-09,40.57,-70.6,2160
1994-08-09,40.57,-70.6,0
1994-08-10,39.65,-69.13,0
1994-08-10,39.63,-68.85,59935
1994-08-10,39.63,-68.85,0
1994-08-11,41.03,-68.58,540
1994-08-11,40.98,-68.53,540
1994-08-11,40.98,-68.53,0
1994-08-12,41.9,-68.55,0
1994-09-25,43.4,-68.32,540
1994-09-25,43.57,-69.35,540
1994-09-26,43.43,-67.92,1080
1994-09-26,43.88,-67.37,1620
1994-09-27,43.75,-67.22,0
1994-09-27,44.08,-67.08,0
1994-10-14,41.23,-70.9,0
1994-10-18,33.38,-64.03,540
1994-10-19,32.12,-64.62,10799
1994-10-19,32.73,-64.33,9719
1994-10-19,33.8,-63.45,11879
1994-10-19,34.2,-64.03,11339
1994-10-19,34.2,-64.03,4860
1994-10-20,31.58,-64.77,0
1994-10-20,32.63,-61.57,14579
1994-10-20,32.63,-61.57,11879
1994-10-20,33.43,-62.73,6173
1994-10-20,33.43,-62.73,4799
1994-10-21,30.27,-64.9,19978
1994-10-21,30.53,-64.93,2700
1994-10-22,29.95,-64.12,6479
1994-10-22,30.05,-64.53,2700
1994-10-23,29.42,-63.4,0
1994-10-23,31.98,-60.23,40497
1994-10-23,31.98,-60.23,26998
1994-10-24,29.2,-63.08,8099
1994-10-24,31.38,-59.92,9179
1994-10-24,31.38,-59.92,540
1994-10-25,27.27,-62.37,8639
1994-10-25,27.58,-62.35,5940
1994-10-25,27.92,-59.5,1080
1994-10-25,27.92,-59.5,7559
1994-10-26,26.62,-61.23,2700
1994-10-26,26.75,-61.78,2700
1994-10-27,26.53,-60.7,3780
1994-10-28,25.73,-59.17,0
1994-10-28,25.97,-59.72,0
1994-10-28,26.65,-57.67,3780
1994-10-28,26.65,-57.67,11879
1994-10-29,25.02,-58.73,0
1994-10-30,22.7,-58.55,1080
1994-10-30,24.85,-57.67,1620
1994-10-31,19.88,-59.07,4860
1994-10-31,21.05,-58.9,1800
1994-10-31,22.07,-58.73,0
1994-10-31,22.48,-57.92,540
1994-10-31,22.48,-57.92,0
1994-11-01,18.87,-58.05,0
1994-11-01,18.97,-59.12,3733
1994-11-01,20.4,-57.95,1620
1994-11-02,18.87,-58.05,0
1994-11-02,18.48,-59.33,0
1994-11-03,16.2,-59.47,0
1994-11-03,16.67,-58.75,1620
1994-11-03,16.67,-58.75,5400
1994-11-04,15,-59.73,415
1994-11-04,15.03,-59.57,0
1994-11-05,13.1,-60,0
1994-11-05,13.6,-60.73,0
1994-11-05,13.6,-60.73,900
1994-11-06,12,-61.48,0
1994-11-06,11.9,-61.83,0
1994-11-06,11.98,-61.38,0
1994-11-07,12.02,-61.87,0
1994-12-01,17.02,-64.78,0
1994-12-01,17.02,-64.78,1620
1994-12-01,17.68,-64.95,540
1994-12-01,17.68,-64.95,0
1994-12-02,15.9,-64.55,0
1994-12-02,16.62,-64.7,0
1994-12-02,16.62,-64.7,540
1994-12-03,15.28,-64.43,0
1994-12-03,15.28,-64.43,1080
1994-12-03,15.62,-64.13,0
1994-12-03,16.63,-63.87,540
1994-12-03,17.67,-64.12,1620
1994-12-04,15.2,-63.35,720
1994-12-05,13.47,-63.22,0
1994-12-05,13.88,-62.63,11583
1994-12-05,14.03,-63.42,0
1994-12-05,14.03,-63.42,540
1994-12-05,14.62,-62.9,0
1994-12-06,12.12,-62.22,540
1994-12-06,12.12,-62.22,0
1994-12-06,12.53,-61.62,720
1994-12-06,12.57,-61.63,0
1994-12-07,12.57,-61.85,0
1994-12-07,12.18,-61.82,0
1994-12-07,12.18,-61.82,540
1994-12-08,13.2,-61.32,0
1994-12-08,12.08,-62.02,0
1994-12-08,13.02,-61.45,0
1994-12-08,13.02,-61.45,540
1994-12-09,12.08,-62.02,0
1994-12-09,11.63,-62.25,0
1994-12-10,11.33,-63.63,0
1994-12-10,11.78,-62.95,0
1994-12-10,11.1,-64.52,1080
1994-12-11,12.42,-61.93,0
1994-12-12,10.32,-64.93,0
1994-12-12,10.32,-64.93,1080
1994-12-13,11,-66.07,0
1994-12-13,11.55,-66.92,0
1994-12-14,11.72,-67.75,0
1994-12-14,11.55,-66.92,0
1994-12-16,12.07,-61.98,0
1994-12-16,12.58,-62.77,0
1994-12-18,13.9,-65.93,0
1994-12-18,14.17,-66.37,1296
1994-12-18,14.17,-66.37,2700
1994-12-19,13.82,-69.73,0
1994-12-19,13.82,-69.73,1080
1994-12-19,14.63,-70.28,1271
1994-12-19,14.63,-70.28,2160
1994-12-19,16.17,-68.88,0
1994-12-20,15.15,-70.6,0
1994-12-20,16.03,-71.08,0
1994-12-20,16.58,-70.03,1620
1994-12-20,16.58,-70.03,5940
1994-12-21,17.1,-71.45,0
1994-12-21,17.28,-71.8,0
1994-12-21,17.28,-71.8,4320
1994-12-22,16.98,-73.63,0
1994-12-22,16.98,-73.63,540
1994-12-22,17.02,-72.57,540
1994-12-22,17.02,-72.57,1473
1994-12-23,17.15,-76.53,0
1994-12-23,17.15,-73.37,0
1994-12-23,17.15,-73.37,4320
1994-12-24,17.17,-74.75,0
1994-12-24,17.17,-74.75,720
1994-12-25,17.13,-78.12,982
1995-01-17,24.55,-80.18,3780
1995-01-17,24.55,-80.18,0
1995-01-27,26.18,-78.88,7019
1995-01-27,26.18,-78.88,0
1995-01-28,26.22,-78.2,0
1995-01-29,26.33,-78.55,1080
1995-02-09,25.85,-76.37,540
1995-02-10,25.72,-75.47,2700
1995-02-10,25.73,-76.22,0
1995-02-11,25.93,-75.27,0
1995-02-12,25.23,-76.02,1080
1995-02-12,25.95,-75.27,8099
1995-02-13,24.9,-76.03,0
1995-02-16,23.93,-75.5,2160
1995-02-16,24.22,-75.82,0
1995-02-17,22.93,-74.65,0
1995-02-17,23.8,-75.17,0
1995-02-18,21.78,-74.53,0
1995-02-19,20.58,-73.83,0
1995-02-20,18.8,-75.17,2700
1995-02-20,18.97,-75.08,4320
1995-02-21,18.8,-75.43,1620
1995-02-22,18.32,-76.1,540
1995-02-25,18.17,-76.22,4320
1995-02-26,17.73,-75.85,0
1995-02-27,17.27,-76.58,540
1995-02-27,17.3,-77.63,1800
1995-02-28,18.08,-78.78,8998
1995-03-01,17.67,-80.58,0
1995-03-01,17.72,-79.97,2700
1995-03-01,17.98,-79.2,0
1995-03-02,17.63,-81.67,0
1995-03-03,17.23,-82.67,0
1995-03-04,16.52,-84.17,0
1995-03-05,16.18,-86.1,2160
1995-03-27,24.1,-77.03,540
1995-03-27,24.1,-81.2,540
1995-03-28,25.04,-79.91,2700
1995-03-28,25.04,-79.91,4320
1995-03-30,25.75,-79.36,0
1995-03-30,25.89,-77.83,1620
1995-03-30,25.89,-77.83,540
1995-04-01,25.79,-76.42,540
1995-05-07,26.14,-78.48,5400
1995-05-08,25.92,-77.85,540
1995-05-08,25.92,-77.85,1440
1995-05-08,26.14,-78.48,20966
1995-05-09,25.42,-77.47,0
1995-05-09,25,-77.58,0
1995-05-09,25.77,-76.93,675
1995-05-09,25.8,-79.73,5400
1995-05-09,25.8,-79.73,4320
1995-05-09,25.9,-77.58,0
1995-05-10,26.25,-79.3,0
1995-05-10,27.2,-79.5,0
1995-05-11,28.08,-78,4320
1995-05-12,27.3,-75.58,11311
1995-05-13,24.95,-75.43,43189
1995-05-13,24.95,-75.43,64155
1995-05-14,25.55,-75.68,5400
1995-05-14,25.55,-75.68,21598
1995-05-15,23.8,-75.15,1440
1995-05-15,23.8,-75.15,0
1995-05-15,25.67,-74.8,7559
1995-05-15,25.67,-74.8,4320
1995-05-15,26.18,-73.23,2946
1995-05-15,26.18,-73.23,6479
1995-05-15,26.95,-73.99,4320
1995-05-15,26.95,-73.99,2160
1995-05-16,26.37,-72.35,3780
1995-05-16,26.37,-72.35,14579
1995-05-17,27.38,-70.87,60957
1995-05-17,27.38,-70.87,22209
1995-05-18,24.55,-74.27,7019
1995-05-18,24.55,-74.27,4860
1995-05-18,24.9,-74.02,7019
1995-05-18,24.9,-74.02,9719
1995-05-18,27.95,-70.72,5891
1995-05-18,27.95,-70.72,3858
1995-05-18,28.27,-70.15,4320
1995-05-18,28.27,-70.15,45209
1995-05-19,25.57,-73.6,3240
1995-05-19,25.57,-73.6,7559
1995-05-19,29.22,-68.85,4320
1995-05-19,29.22,-68.85,10799
1995-05-20,25.93,-73.38,2160
1995-05-20,26.43,-72.88,5400
1995-05-20,30.55,-67.18,47516
1995-05-20,30.55,-67.18,81790
1995-05-21,26.9,-72.53,4320
1995-05-21,27.55,-71.97,8920
1995-05-22,28,-71.13,8099
1995-05-22,28.37,-70.28,10799
1995-05-22,28.72,-69.7,33477
1995-05-23,29.27,-69.18,30778
1995-05-24,29.77,-68.67,2160
1995-05-25,31.08,-67.97,0
1995-05-25,31.57,-67.4,13499
1995-05-25,32.77,-64.58,4320
1995-05-25,32.77,-64.58,9459
1995-05-26,31.75,-66.43,12151
1995-05-26,34.35,-64.57,34173
1995-05-26,34.35,-64.57,27903
1995-05-26,34.93,-64.6,96112
1995-05-26,34.93,-64.6,28549
1995-05-27,32.2,-64.8,0
1995-05-27,35.17,-64.68,30790
1995-05-27,35.27,-64.68,6073
1995-05-27,35.6,-64.67,1080
1995-05-27,35.6,-64.67,0
1995-05-29,38.52,-65.8,4387
1995-05-31,40.25,-66.03,3086
1995-05-31,40.25,-66.03,1080
1995-05-31,40.65,-65.95,0
1995-06-01,32.97,-64.97,30778
1995-06-01,33.65,-65.63,0
1995-06-02,34.1,-66.32,17279
1995-06-02,34.57,-66.8,0
1995-06-02,35.13,-67.03,20518
1995-06-03,35.45,-67.72,16739
1995-06-03,42.85,-66.22,2700
1995-06-03,42.85,-66.22,0
1995-06-03,43.32,-65.13,1080
1995-06-03,43.32,-65.13,0
1995-06-04,36.02,-68.43,3240
1995-06-05,38.93,-69.57,5400
1995-06-24,40.48,-70.6,4320
1995-06-24,40.48,-70.6,9179
1995-06-25,39.92,-70.28,9719
1995-06-25,39.92,-70.28,5400
1995-06-25,40.25,-70.55,8099
1995-06-25,40.25,-70.55,6479
1995-06-26,39.66,-69.98,4320
1995-06-26,39.11,-69.36,4050
1995-06-26,39.11,-69.36,4909
1995-06-27,38.88,-69.29,1200
1995-06-27,38.88,-69.29,0
1995-07-07,41.42,-70.72,0
1995-07-08,42.42,-70.5,0
1995-07-09,40.99,-71.54,2160
1995-07-09,40.99,-71.54,540
1995-07-09,42.18,-67.57,2700
1995-07-09,42.32,-69.13,540
1995-07-10,40.06,-71.16,3240
1995-07-10,40.06,-71.16,1620
1995-07-10,42.07,-65.3,0
1995-07-10,42.1,-66.22,1080
1995-07-11,40.13,-69.95,0
1995-07-11,40.23,-69.51,9179
1995-07-11,40.23,-69.51,9719
1995-07-11,40.72,-68.28,2700
1995-07-11,41.82,-64,2880
1995-07-11,42.32,-62.58,2160
1995-07-12,40.72,-68.28,10799
1995-07-13,41.33,-66.12,1620
1995-07-13,41.33,-66.12,0
1995-07-14,41.88,-63.56,0
1995-07-14,41.88,-63.56,2160
1995-07-15,42.67,-60.47,1620
1995-07-15,42.67,-60.47,4154
1995-07-15,45.72,-57.73,21598
1995-07-16,46.38,-56.82,2700
1995-07-18,44.39,-61.89,3780
1995-07-26,42.36,-61.88,1080
1995-07-26,42.36,-61.88,540
1995-07-26,43.97,-68,9179
1995-07-27,44.17,-68.08,2160
1995-07-27,44.25,-68.12,0
1995-08-09,41.41,-70.88,3240
1995-08-10,40.98,-70.81,4320
1995-08-10,42.11,-70.55,1620
1995-08-11,40.85,-70,4320
1995-08-12,40.18,-69.03,1620
1995-08-12,40.3,-69.5,12959
1995-08-13,41.3,-69.03,3780
1995-08-14,42.17,-70.28,32937
1995-10-18,40.22,-70.27,1080
1995-10-19,39.58,-69.65,540
1995-10-19,39.75,-69.73,4320
1995-10-20,40.43,-70.05,0
1995-10-20,38.85,-69.58,0
1995-10-20,40.98,-70.43,540
1995-10-22,37.58,-68.63,4860
1995-10-23,36.52,-66.62,1080
1995-10-23,38.6,-69.57,2700
1995-10-23,38.6,-69.57,635
1995-10-23,38.92,-69.73,0
1995-10-23,38.92,-69.73,3599
1995-10-24,35.12,-65.57,121670
1995-10-24,35.83,-66.02,2401
1995-10-24,37.67,-67.93,3240
1995-10-24,37.67,-67.93,1080
1995-10-24,38.2,-68.85,2699
1995-10-24,38.2,-68.85,16199
1995-10-25,34.17,-64.37,248920
1995-10-25,34.85,-65.3,15119
1995-10-25,37.25,-67.8,9359
1995-10-25,37.25,-67.8,19208
1995-10-25,37.62,-67.37,5940
1995-10-25,37.62,-67.37,2160
1995-10-26,33.63,-63.92,16405
1995-10-26,36.17,-65.3,5398
1995-10-26,36.17,-65.3,0
1995-10-27,31.55,-63.97,7798
1995-10-27,32.32,-63.75,12959
1995-10-27,34.98,-64.22,93235
1995-10-27,34.98,-64.22,26507
1995-10-27,35.63,-64.77,8772
1995-10-27,35.63,-64.77,27594
1995-10-28,29.43,-63.68,6479
1995-10-28,30.27,-63.8,5656
1995-10-29,27.9,-61.52,2880
1995-10-29,28,-62.3,6479
1995-10-29,28.67,-63.07,10799
1995-10-29,34,-62.45,83333
1995-10-29,34,-62.45,63272
1995-10-29,34.03,-62.88,24691
1995-10-29,34.03,-62.88,6173
1995-10-31,26.02,-61.37,0
1995-10-31,29.42,-60.52,6479
1995-10-31,29.42,-60.52,11701
1995-10-31,30.4,-60.82,17999
1995-10-31,30.4,-60.82,6254
1995-11-01,22.95,-61.08,1081
1995-11-01,23,-61.25,2700
1995-11-01,28.43,-60.28,5814
1995-11-01,28.43,-60.28,2160
1995-11-02,26.2,-59.95,2999
1995-11-02,26.2,-59.95,29610
1995-11-03,19.55,-59.93,0
1995-11-03,24.27,-59.93,0
1995-11-03,24.27,-59.93,1200
1995-11-03,25.15,-59.98,3240
1995-11-03,25.15,-59.98,1350
1995-11-04,17.57,-59.18,0
1995-11-04,18.8,-59.62,0
1995-11-04,21.75,-59.92,540
1995-11-04,21.75,-59.92,0
1995-11-04,22.6,-60,2315
1995-11-04,22.6,-60,491
1995-11-04,23.28,-59.93,3436
1995-11-04,23.28,-59.93,4447
1995-11-05,16.83,-58.95,540
1995-11-06,18.07,-60.15,0
1995-11-06,16.62,-59.15,2699
1995-11-07,15.02,-59.18,0
1995-11-07,16.75,-60.28,1137
1995-11-07,16.75,-60.28,0
1995-11-07,17.35,-60.2,2160
1995-11-07,17.35,-60.2,540
1995-11-08,15.83,-60.37,4500
1995-11-08,15.83,-60.37,1350
1995-11-09,14.95,-60.43,0
1995-11-12,13.17,-59.82,0
1995-11-13,12.73,-60.52,540
1995-11-14,11.78,-60.42,0
1995-11-14,12.15,-60.27,0
1995-11-14,12.95,-60.15,0
1995-11-14,11.72,-61.25,0
1995-11-17,11.7,-61.27,0
1995-11-17,11.87,-61.33,1799
1995-11-17,11.87,-61.33,2700
1995-11-17,11.87,-61.33,772
1995-11-19,12.83,-61.67,540
1995-11-25,16.87,-62.63,0
1995-12-05,18.5,-64.52,675
1995-12-06,18.02,-64.18,2160
1995-12-06,18.03,-64.2,2160
1995-12-06,18.28,-64.22,0
1995-12-07,16.07,-63.2,0
1995-12-07,16.72,-63.62,2699
1995-12-07,17.67,-63.58,0
1995-12-07,17.67,-63.58,1080
1995-12-08,14.6,-62.17,684
1995-12-08,15.35,-62.7,208
1995-12-08,17.38,-63.13,1080
1995-12-08,17.42,-63.15,0
1995-12-09,13.52,-61.35,0
1995-12-09,14.03,-61.78,0
1995-12-09,16.07,-61.9,0
1995-12-09,16.1,-61.9,540
1995-12-10,13.12,-61.3,300
1995-12-10,13.62,-61.33,1620
1995-12-12,12.22,-61.73,0
1995-12-12,12.23,-61.73,2400
1995-12-13,12.63,-61.5,0
1995-12-14,11.32,-63.3,2160
1995-12-14,11.42,-62.68,0
1995-12-14,11.92,-62.27,0
1995-12-14,11.93,-62.22,0
1995-12-14,12,-61.93,0
1995-12-15,10.62,-64.52,0
1995-12-15,10.65,-64.48,0
1995-12-15,11.52,-63.1,337
1995-12-15,11.53,-63.15,0
1995-12-16,10.42,-64.62,5940
1995-12-17,10.38,-65.27,0
1995-12-17,10.4,-65.28,0
1995-12-18,11.35,-66.52,2077
1995-12-18,11.52,-67.32,540
1995-12-18,11.53,-67.35,0
1995-12-19,11.52,-67.53,0
1995-12-19,11.63,-68.1,0
1995-12-19,11.83,-68.03,0
1995-12-19,11.87,-68.03,0
1995-12-19,12.13,-68.32,0
1995-12-21,12.52,-68.68,0
1995-12-21,12.55,-68.7,0
1995-12-21,13.75,-69.77,0
1995-12-22,13.77,-69.78,0
1995-12-22,14.73,-71.28,21598
1995-12-22,14.77,-71.25,7199
1995-12-23,13.08,-69.53,0
1995-12-23,15.35,-72.53,5184
1995-12-24,13.92,-70.35,697
1995-12-24,14.62,-71.35,0
1995-12-24,15.35,-72.53,8099
1995-12-24,15.77,-74.08,2348
1995-12-25,15.32,-72.15,0
1995-12-25,15.78,-74.1,1964
1995-12-25,16.07,-72.82,2700
1995-12-25,16.5,-73.45,1350
1995-12-26,16,-76.53,0
1995-12-26,16.02,-76.55,1878
1995-12-26,16.67,-74,541
1995-12-27,16.33,-78.92,0
1995-12-27,16.35,-79,3600
1995-12-27,16.83,-74.48,1620
1995-12-28,16.85,-81.48,0
1995-12-28,16.88,-81.53,540
1995-12-28,18.2,-76.15,1543
1995-12-28,18.45,-76.83,21598
1995-12-28,18.63,-77.92,0
1995-12-29,16.62,-83.95,7559
1995-12-30,16.15,-85.98,0
1995-12-30,16.15,-86.02,0
1996-01-09,24.2,-82.12,386
1996-02-08,24.35,-80.83,1620
1996-02-08,24.62,-80.32,0
1996-02-09,25.93,-79.7,5940
1996-02-10,26.45,-78.68,4320
1996-02-11,26.1,-77.73,13499
1996-02-12,25.77,-76.32,4860
1996-02-13,24.78,-75.62,14039
1996-02-13,24.78,-75.63,2160
1996-02-13,24.8,-75.65,1080
1996-02-13,24.82,-75.67,0
1996-02-14,24.33,-75.95,0
1996-02-14,24.77,-75.62,5400
1996-02-15,24.02,-75.5,56156
1996-02-16,23.88,-74.32,1080
1996-02-19,23.27,-74.92,0
1996-02-19,23.23,-74.93,7559
1996-02-19,23.23,-74.93,1080
1996-02-19,23.63,-74.93,2160
1996-02-22,20.42,-73.73,2160
1996-02-23,17.97,-75.4,10799
1996-02-23,17.98,-75.4,4320
1996-02-23,17.98,-75.4,48596
1996-02-23,18,-75.38,10799
1996-02-23,18.02,-75.38,12959
1996-02-23,18.58,-74.7,4860
1996-02-25,17.15,-77.87,2160
1996-02-26,17.07,-78.72,0
1996-02-26,17.12,-79.5,2700
1996-02-26,17.22,-80.32,0
1996-02-26,17.23,-80.32,1080
1996-02-26,17.25,-80.3,0
1996-02-26,17.27,-80.3,0
1996-02-27,17.28,-82.02,0
1996-02-27,17.28,-82.03,0
1996-02-27,17.3,-81.97,3240
1996-02-27,17.3,-81.98,1080
1996-02-27,17.3,-82,1080
1996-02-27,17.58,-80.25,0
1996-02-28,16.78,-83.65,0
1996-02-28,16.8,-83.62,0
1996-02-28,16.82,-83.62,0
1996-02-28,16.83,-83.6,0
1996-02-28,16.85,-83.58,0
1996-03-14,25.32,-83.73,0
1996-03-23,27.12,-83.27,0
1996-03-23,26.72,-82.88,9179
1996-03-23,27.2,-82.8,0
1996-03-24,24.52,-82.5,3436
1996-03-24,25.57,-82.8,4860
1996-03-26,24.18,-83.73,0
1996-03-26,24.38,-81.75,6479
1996-03-27,23.85,-81.47,0
1996-03-27,23.93,-83.57,1473
1996-03-27,23.93,-83.57,0
1996-03-27,24.15,-83.9,1080
1996-03-27,24.15,-83.9,0
1996-03-28,23.98,-81.55,1080
1996-03-28,24.6,-80.17,10811
1996-03-28,25.53,-79.48,3888
1996-03-29,26.25,-78.95,7559
1996-03-29,26.3,-78.15,1080
1996-03-29,26.35,-78.43,11879
1996-03-30,23.65,-76.92,1080
1996-03-31,23.65,-75.72,25378
1996-03-31,25.53,-76.42,47908
1996-03-31,25.62,-75.42,5400
1996-04-01,23.98,-81.55,43197
1996-04-01,23.98,-81.55,0
1996-04-01,25.63,-75.75,35637
1996-04-01,25.65,-75.5,31857
1996-04-01,25.65,-75.57,31317
1996-04-01,25.67,-75.53,3240
1996-04-01,25.73,-77.08,35097
1996-04-01,25.73,-77.08,27538
1996-04-02,24.95,-75.97,0
1996-04-02,25.2,-75.8,14579
1996-04-02,25.55,-76,7199
1996-04-03,25.15,-74.7,5400
1996-04-03,25.17,-75.77,4200
1996-04-03,25.17,-75.77,2700
1996-04-04,24.07,-75.5,1964
1996-04-04,24.43,-75.88,5400
1996-04-05,24.18,-70.07,14039
1996-04-06,24.17,-74.62,31317
1996-04-07,23.82,-74.73,24298
1996-04-07,23.9,-74.48,0
1996-04-09,24,-74.77,7515
1996-04-09,24.03,-74.77,4860
1996-04-10,22.9,-73.92,1840
1996-04-11,21.13,-73.73,0
1996-04-11,21.3,-73.75,1080
1996-04-11,21.3,-73.75,7559
1996-04-11,22,-74.18,0
1996-04-11,22.93,-74.67,1620
1996-04-12,20.6,-73.83,75564
1996-04-13,18.5,-74.83,14039
1996-04-14,17.32,-76.67,3240
1996-04-14,17.32,-76.67,1080
1996-04-14,18.58,-75.93,6479
1996-04-15,17.83,-78.28,1620
1996-04-15,17.83,-78.32,3240
1996-04-15,18.57,-76.75,2700
1996-04-15,18.63,-76.25,3240
1996-04-15,19.13,-77.2,2160
1996-04-16,18.72,-78.92,1620
1996-04-16,18.72,-78.92,1080
1996-04-16,18.8,-78.45,0
1996-04-16,18.88,-77.67,2160
1996-04-17,18.95,-80.47,5400
1996-04-17,19.22,-81.28,13889
1996-04-26,23.97,-81.97,2160
1996-05-06,23.83,-81.97,0
1996-05-06,23.72,-81.55,2700
1996-05-06,23.72,-81.55,1080
1996-05-07,23.85,-80.8,5405
1996-05-07,23.85,-80.8,0
1996-05-07,24.18,-81.15,3599
1996-05-07,24.57,-80.62,1080
1996-05-07,24.72,-80.48,4320
1996-05-07,24.72,-80.48,0
1996-05-08,26.7,-79.68,0
1996-05-08,24.42,-80.14,1080
1996-05-08,24.43,-79.75,1620
1996-05-09,26.7,-79.68,0
1996-05-09,25.72,-79.33,2160
1996-05-10,26.86,-79.48,540
1996-05-10,27.99,-79.72,540
1996-05-10,29.05,-80.15,0
1996-05-10,29.05,-80.15,3240
1996-05-11,30.8,-79.85,0
1996-05-11,31.82,-79.12,0
1996-05-11,28.42,-80.09,1620
1996-05-11,29.58,-79.67,8099
1996-05-12,30.37,-79.24,3240
1996-05-13,31.98,-78.95,0
1996-05-13,32.07,-78.21,540
1996-05-13,32.43,-75.63,1620
1996-05-13,32.43,-75.63,3374
1996-05-13,32.6,-77.15,2400
1996-05-13,32.6,-77.15,9719
1996-05-14,31.97,-75.12,0
1996-05-14,31.97,-75.12,1080
1996-05-14,32.17,-77.34,540
1996-05-16,30.88,-74.16,69114
1996-05-16,31.38,-72.2,7798
1996-05-16,31.38,-72.2,0
1996-05-17,31.1,-73.45,15119
1996-05-17,31.7,-71.32,13495
1996-05-17,31.7,-71.32,21058
1996-05-17,31.73,-70.3,44816
1996-05-17,31.75,-70.3,4320
1996-05-18,31.46,-70.73,2700
1996-05-18,31.69,-69.19,9719
1996-05-18,31.75,-69.28,74514
1996-05-18,31.75,-69.28,16739
1996-05-18,31.97,-68.35,12346
1996-05-18,31.97,-68.35,12959
1996-05-19,32.03,-68.02,38288
1996-05-19,32.11,-66.59,15659
1996-05-19,32.12,-68,10799
1996-05-19,32.12,-68,19208
1996-05-20,32.14,-65.21,26458
1996-05-23,32.62,-64.7,4500
1996-05-23,32.62,-64.7,19978
1996-05-23,33.52,-65.18,4860
1996-05-24,32.95,-65.55,8099
1996-05-24,33.58,-66.13,15659
1996-05-24,34.08,-70,16452
1996-05-24,34.08,-69.98,6479
1996-05-24,34.65,-65.63,7199
1996-05-24,34.65,-65.63,17624
1996-05-25,33.63,-66.43,42657
1996-05-25,34.36,-66.05,9179
1996-05-25,35.07,-65.48,66955
1996-05-25,35.07,-65.48,60475
1996-05-25,35.85,-65.03,5851
1996-05-25,35.85,-65.03,4860
1996-05-26,34.56,-66.08,36717
1996-05-26,35.1,-66.27,57775
1996-05-27,35.58,-66.13,11879
1996-05-29,40.98,-65.82,900
1996-05-31,42.77,-64.77,1350
1996-05-31,42.77,-64.77,0
1996-05-31,43.43,-64.55,900
1996-05-31,43.43,-64.55,8832
1996-06-01,43.92,-64.42,9359
1996-06-01,43.92,-64.42,4907
1996-07-02,42.25,-69.67,540
1996-07-03,42.1,-69.44,0
1996-07-04,40.75,-69.79,4320
1996-07-04,42.13,-70.15,2699
1996-07-04,42.15,-68.98,1296
1996-07-05,41.49,-70.9,540
1996-07-05,42.05,-67.63,5656
1996-07-07,41.17,-64.32,12239
1996-07-07,41.25,-64.77,0
1996-07-07,41.63,-63.53,1080
1996-07-08,42.62,-61.75,1080
1996-07-09,43.63,-60.85,432
1996-07-11,44.65,-59.35,2700
1996-07-12,46.03,-58.75,3240
1996-07-12,46.82,-57.83,3780
1996-07-13,47.58,-56.25,0
1996-07-17,47.1,-56.07,1350
1996-07-18,47.08,-57.78,4338
1996-07-24,43.08,-65.55,0
1996-07-24,43.4,-64.8,0
1996-07-24,44.27,-64.2,1080
1996-07-25,43.27,-67.3,540
1996-07-26,43.72,-68.73,0
1996-08-07,41.38,-70.86,24298
1996-08-08,40.57,-69.93,12146
1996-08-08,40.57,-69.93,7422
1996-08-08,41.03,-70.57,900
1996-08-08,41.03,-70.57,3610
1996-08-08,41.13,-70.07,10799
1996-08-09,39.7,-69.75,0
1996-08-09,40.3,-70.05,750
1996-08-10,39.62,-68.58,0
1996-08-10,40.08,-69.77,21598
1996-08-11,40.82,-68.98,0
1996-08-11,39.88,-69.52,982
1996-08-13,41.92,-70.45,0
1996-10-16,44.13,-68.82,11530
1996-10-17,43.28,-67.73,400
1996-10-18,40.1,-70.16,0
1996-10-18,41.88,-68.55,15424
1996-10-18,42.3,-67.95,540
1996-10-20,38.32,-69.29,0
1996-10-22,36.93,-66.67,9783
1996-10-22,36.93,-66.67,17568
1996-10-22,37.48,-67.43,0
1996-10-22,37.48,-67.43,3858
1996-10-22,37.57,-64.9,261344
1996-10-23,35.43,-65.5,11260
1996-10-23,35.43,-65.5,0
1996-10-23,35.89,-65.75,12613
1996-10-23,35.89,-65.75,50450
1996-10-23,36.38,-65.52,4860
1996-10-23,36.38,-66.11,4320
1996-10-23,36.38,-66.11,29698
1996-10-24,33.47,-65.13,75578
1996-10-24,34.43,-65.55,68575
1996-10-25,33.35,-63.52,30012
1996-10-25,33.35,-63.52,27358
1996-10-25,33.94,-64.48,18231
1996-10-25,33.94,-64.48,6989
1996-10-26,32.55,-62.74,3600
1996-10-26,32.55,-62.74,52205
1996-10-27,30.2,-61.45,32397
1996-10-27,30.2,-61.45,38877
1996-10-27,30.73,-61.47,6479
1996-10-27,31,-61.77,3780
1996-10-27,31,-61.77,20518
1996-10-27,31.73,-63.23,8099
1996-10-28,28.75,-60.33,64075
1996-10-28,29.42,-60.8,11339
1996-10-28,29.42,-60.8,10799
1996-10-28,29.9,-59.78,9719
1996-10-29,27.14,-60.1,61555
1996-10-29,27.14,-60.1,8774
1996-10-29,27.97,-60.07,10799
1996-10-29,27.97,-60.07,165992
1996-10-29,28.43,-58.12,72354
1996-10-29,29.13,-58.88,55616
1996-10-30,25.69,-60.05,44276
1996-10-30,25.69,-60.05,16739
1996-10-30,26.38,-60.11,118790
1996-10-30,26.38,-60.11,48056
1996-10-30,26.9,-57.57,165567
1996-10-31,24.84,-59.9,8639
1996-10-31,25.33,-59.96,26998
1996-10-31,25.33,-59.96,57554
